Ld(0)/St(1)                   PC   Reference    Inf-miss FA-OPT-miss SA-OPT-miss SA-LRU-miss         Hit    Cap-miss    Map-miss   Repl-miss   Cold-miss    Function       Image Hit-not-MRU     Hit-MRU
          1      126328886776334           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776358          91           0           0           0           0          91           0           0           0           0     Unknown     Unknown          91           0
          1      126328886776358           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776368          95           0           0           0           0          95           0           0           0           0     Unknown     Unknown          95           0
          1      126328886776368           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776375          95           0           0           0           0          95           0           0           0           0     Unknown     Unknown          95           0
          1      126328886776375           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776403          95           0           0           0           0          95           0           0           0           0     Unknown     Unknown          95           0
          1      126328886776403           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776407          95           1           1           1           1          94           1           0           0           0     Unknown     Unknown          94           0
          1      126328886776407           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776422          95           0           0           0           0          95           0           0           0           0     Unknown     Unknown          95           0
          1      126328886776422           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776435           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886776435          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown          98           0
          0      126328886776446          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown          98           0
          1      126328886776446           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776447          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown           4          94
          1      126328886776447           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776449          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown           0          98
          1      126328886776449           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776451          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown          89           9
          1      126328886776451           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776453          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown           0          98
          1      126328886776453           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776455          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown           5          93
          1      126328886776455           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776456          98           0           0           0           0          98           0           0           0           0     Unknown     Unknown           0          98
          1      126328886776456           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886776752           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886776752           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886777298           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886777298           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779044           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779044           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779048           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779048           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779050           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779050           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779052           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779052           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779057           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779057           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779059           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779059           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           2           1
          0      126328886779064           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779064           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779072           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779072           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          0      126328886779076           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779076           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779080           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779080           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779086           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779086           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          0      126328886779107           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779107           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779114           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779114           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779125           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779125           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779132           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779132           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          0      126328886779144           5           1           1           1           1           4           1           0           0           0     Unknown     Unknown           2           2
          1      126328886779144           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779160           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779160           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779172           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779172           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779180           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779180           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779184           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779184           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779211           3           3           3           3           3           0           3           0           0           0     Unknown     Unknown           0           0
          1      126328886779211           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779220           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779220           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779246           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779246           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779250           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779250           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779254           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779254           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328886779258           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779258           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779262           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779262           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779269           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779269           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          0      126328886779278           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           2           1
          1      126328886779278           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779282           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779282           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779289           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779289           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779292           3           1           1           1           1           2           1           0           0           0     Unknown     Unknown           2           0
          1      126328886779292           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779305           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779305           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779316           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779316           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779321           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779321           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779324           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779324           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779328           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886779328           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           2           1
          0      126328886779344           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328886779344           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779345           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           2           1
          1      126328886779345           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779347           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779347           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779349           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779349           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779351           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779351           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779353           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779353           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886779354           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886779354           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780020           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780020          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           9          10
          0      126328886780024           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780024          19           1           1           1           1          18           1           0           0           0     Unknown     Unknown           9           9
          0      126328886780026           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780026          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          0      126328886780028           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780028          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          0      126328886780036          19           1           1           1           1          18           1           0           0           0     Unknown     Unknown          18           0
          1      126328886780036           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780052          18           0           0           0           0          18           0           0           0           0     Unknown     Unknown           0          18
          1      126328886780052           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780071           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780071          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          0      126328886780094           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780094          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          0      126328886780101           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780101          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          0      126328886780112          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown          19           0
          1      126328886780112           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780113          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          1      126328886780113           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780115          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          1      126328886780115           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780117          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown          10           9
          1      126328886780117           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780118          19           0           0           0           0          19           0           0           0           0     Unknown     Unknown           0          19
          1      126328886780118           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780128           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328886780128           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780188           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780188           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          0      126328886780215           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780215           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           0           2
          0      126328886780220           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328886780220           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780239           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780239           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           0           2
          0      126328886780256           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886780256           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780281           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780281           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886780388           9           0           0           0           0           9           0           0           0           0     Unknown     Unknown           9           0
          1      126328886780388           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780628           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780628           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780634           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780634           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780643           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780643           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780648           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780648           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780658           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780658           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780666           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780666           1           1           1           1           1           0           1           0           0           0     Unknown     Unknown           0           0
          0      126328886780685           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886780685           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780686           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886780686           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780688           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886780688           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780690           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886780690           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780692           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886780692           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780693           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886780693           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780715           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780715           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780724           1           1           1           1           1           0           1           0           0           0     Unknown     Unknown           0           0
          1      126328886780724           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780728           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780728           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886780746           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780746           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886780776           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780776           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886780804           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780804          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown           0          12
          0      126328886780808           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780808          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown           7           5
          0      126328886780813           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780813          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown           0          12
          0      126328886780817          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown          12           0
          1      126328886780817           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780821           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780821          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown          12           0
          0      126328886780830          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown          12           0
          1      126328886780830           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780848          12           0           0           0           0          12           0           0           0           0     Unknown     Unknown          12           0
          1      126328886780848           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780857          15           0           0           0           0          15           0           0           0           0     Unknown     Unknown          15           0
          1      126328886780857           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780863           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886780863          15           0           0           0           0          15           0           0           0           0     Unknown     Unknown          15           0
          0      126328886780872           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           1           2
          1      126328886780872           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780878           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          1      126328886780878           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780880           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           2           1
          1      126328886780880           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886780881           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
